LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.491, Time: 6.249459 s
         1423215 function calls (1408898 primitive calls) in 7.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.013    0.006 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:157(Version)
       10    0.000    0.000    0.000    0.000 version.py:183(__init__)
       37    0.000    0.000    0.000    0.000 version.py:202(<genexpr>)
       10    0.000    0.000    0.000    0.000 version.py:43(parse)
       30    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
       10    0.000    0.000    0.000    0.000 version.py:491(_parse_local_version)
       10    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
       11    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:55(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:65(_BaseVersion)
        5    0.000    0.000    0.000    0.000 version.py:74(__lt__)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       31    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       31    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       31    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        7    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        7    0.000    0.000    0.000    0.000 weakref.py:290(update)
        2    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.003    0.003 widgets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:110(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1334(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:153(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1595(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:1867(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1939(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2032(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2169(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:2529(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:254(SliderBase)
        1    0.000    0.000    0.000    0.000 widgets.py:28(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2964(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:3075(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:3229(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:332(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:3722(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:3764(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:3840(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:4199(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:604(RangeSlider)
        1    0.000    0.000    0.000    0.000 widgets.py:66(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:992(CheckButtons)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
     2478    0.004    0.000    0.004    0.000 {built-in method __new__ of type object at 0x745520}
      104    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
     1185    0.001    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
       37    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
 1578/194    0.005    0.000    0.005    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
      103    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
       18    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      284    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     2430    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       46    0.022    0.000    0.023    0.000 {built-in method _imp.create_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    46/36    0.004    0.000    0.042    0.001 {built-in method _imp.exec_dynamic}
       88    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      341    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2430    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      169    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      207    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
      178    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      711    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1435    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       69    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1112/1005    0.029    0.000    0.555    0.001 {built-in method builtins.__build_class__}
   430/15    0.001    0.000    1.123    0.075 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      141    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      216    0.000    0.000    0.001    0.000 {built-in method builtins.any}
    29631    0.003    0.000    0.003    0.000 {built-in method builtins.callable}
     2338    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
       29    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      427    0.025    0.000    0.025    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       47    0.006    0.000    0.012    0.000 {built-in method builtins.eval}
    292/1    0.003    0.000    7.553    7.553 {built-in method builtins.exec}
    64806    0.019    0.000    0.019    0.000 {built-in method builtins.getattr}
      441    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
    10224    0.006    0.000    0.006    0.000 {built-in method builtins.hasattr}
  286/142    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
     1141    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    56752    0.011    0.000    0.017    0.000 {built-in method builtins.isinstance}
     1027    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      672    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
139426/138300    0.015    0.000    0.015    0.000 {built-in method builtins.len}
       90    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      650    0.001    0.000    0.002    0.000 {built-in method builtins.max}
    51973    0.013    0.000    0.013    0.000 {built-in method builtins.min}
      484    0.000    0.000    0.003    0.000 {built-in method builtins.next}
     5174    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      400    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4746    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
     4220    0.003    0.000    0.003    0.000 {built-in method builtins.sorted}
       74    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      453    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      853    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      119    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      284    0.008    0.000    0.008    0.000 {built-in method io.open_code}
       33    0.006    0.000    0.006    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      284    0.097    0.000    0.097    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method mkl._py_mkl_service.get_version}
        1    0.000    0.000    0.000    0.000 {built-in method now}
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      548    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      661    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
       83    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      339    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
  993/488    0.004    0.000    0.029    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      157    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     1186    0.000    0.000    0.001    0.000 {built-in method posix.fspath}
       87    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       35    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
     1412    0.155    0.000    0.155    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       28    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
      720    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      234    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fea17c1ecb0}
      778    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7fea0b264ca0}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fea17c1c4c0}
       51    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      168    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      316    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
       53    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     1418    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        3    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
      409    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      783    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       32    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
