LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.491, Time: 6.249459 s
         1423215 function calls (1408898 primitive calls) in 7.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
      211    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       51    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
       51    0.000    0.000    0.002    0.000 shape_base.py:222(vstack)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
      160    0.001    0.000    0.003    0.000 shape_base.py:612(column_stack)
       51    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
       51    0.000    0.000    0.001    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.015    0.015 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       77    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
       75    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.004    0.004 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 spines.py:480(SpinesProxy)
        1    0.000    0.000    0.000    0.000 spines.py:515(Spines)
      166    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
      166    0.003    0.000    0.004    0.000 sre_compile.py:292(_optimize_charset)
       44    0.000    0.000    0.001    0.000 sre_compile.py:435(_mk_bitmap)
       44    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      598    0.001    0.000    0.001    0.000 sre_compile.py:447(_simple)
       15    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      404    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
  218/201    0.001    0.000    0.001    0.000 sre_compile.py:485(_get_literal_prefix)
      186    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
      207    0.002    0.000    0.006    0.000 sre_compile.py:560(_compile_info)
      414    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      207    0.001    0.000    0.023    0.000 sre_compile.py:622(_code)
      207    0.002    0.000    0.066    0.000 sre_compile.py:783(compile)
      250    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
 1094/207    0.008    0.000    0.016    0.000 sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
     1115    0.001    0.000    0.001    0.000 sre_parse.py:112(__init__)
     2516    0.001    0.000    0.001    0.000 sre_parse.py:161(__len__)
     7549    0.003    0.000    0.005    0.000 sre_parse.py:165(__getitem__)
      606    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
     2530    0.002    0.000    0.002    0.000 sre_parse.py:173(append)
 1308/425    0.004    0.000    0.004    0.000 sre_parse.py:175(getwidth)
      207    0.001    0.000    0.001    0.000 sre_parse.py:225(__init__)
     6121    0.004    0.000    0.004    0.000 sre_parse.py:234(__next)
     2280    0.001    0.000    0.001    0.000 sre_parse.py:250(match)
     5078    0.002    0.000    0.005    0.000 sre_parse.py:255(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       25    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
     1559    0.001    0.000    0.001    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
       77    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
      259    0.001    0.000    0.001    0.000 sre_parse.py:356(_escape)
      119    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
  453/207    0.002    0.000    0.037    0.000 sre_parse.py:436(_parse_sub)
  495/212    0.014    0.000    0.036    0.000 sre_parse.py:494(_parse)
      207    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      851    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      218    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
      142    0.000    0.000    0.001    0.000 sre_parse.py:868(_parse_flags)
      207    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
      207    0.001    0.000    0.040    0.000 sre_parse.py:944(parse)
      218    0.000    0.000    0.002    0.000 sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:244(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:254(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:317(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:375(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:429(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:433(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streamplot.py:505(OutOfBounds)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
        1    0.000    0.000    0.002    0.002 struct.py:1(<module>)
        1    0.000    0.000    0.019    0.019 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
        1    0.000    0.000    0.010    0.010 table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:238(Table)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:661(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.161    0.161 text.py:1(<module>)
        1    0.000    0.000    0.001    0.001 text.py:108(Text)
        1    0.000    0.000    0.000    0.000 text.py:1374(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1457(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1654(Annotation)
        1    0.000    0.000    0.043    0.043 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:304(TextPath)
        5    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
       13    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
      170    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
      183    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.007    0.007 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1049(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1065(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1113(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1129(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1325(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1476(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:154(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1586(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1676(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1705(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1750(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1770(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1853(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:189(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:1910(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1957(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:200(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2251(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2465(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2623(AsinhLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:264(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:272(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2735(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2883(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2903(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:306(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:334(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:357(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:377(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:812(LogFormatter)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        2    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
       34    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
       16    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
       36    0.000    0.000    0.001    0.000 traceback.py:301(line)
        3    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.001    0.001 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.005    0.005 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1148(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1271(Transform)
       37    0.000    0.000    0.001    0.000 transforms.py:1319(__init_subclass__)
      222    0.000    0.000    0.000    0.000 transforms.py:1324(<genexpr>)
      222    0.000    0.000    0.000    0.000 transforms.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1680(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1758(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1808(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1876(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2109(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2159(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:222(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2270(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2337(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2450(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2530(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2573(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2612(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2632(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2668(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2694(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2724(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2795(TransformedPatchPath)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
        1    0.000    0.000    0.000    0.000 transforms.py:673(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
       52    0.001    0.000    0.001    0.000 twodim_base.py:162(eye)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        2    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
      711    0.000    0.000    0.000    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
        2    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
       86    0.000    0.000    0.003    0.000 typing.py:1016(__init__)
      299    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      236    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  145/100    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       13    0.000    0.000    0.001    0.000 typing.py:1138(__getitem__)
       31    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       34    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
       14    0.000    0.000    0.001    0.000 typing.py:1188(copy_with)
       15    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       14    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
       49    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       21    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
       58    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
      187    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
   106/64    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      219    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
      184    0.001    0.000    0.001    0.000 typing.py:146(_type_check)
        2    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        4    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
       86    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
       56    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       13    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        2    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        2    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        2    0.000    0.000    0.001    0.001 typing.py:2267(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
       38    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       38    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
  189/176    0.000    0.000    0.006    0.000 typing.py:306(inner)
       13    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
    51/38    0.000    0.000    0.003    0.000 typing.py:401(__getitem__)
       38    0.000    0.000    0.002    0.000 typing.py:483(Union)
      124    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
       13    0.000    0.000    0.001    0.000 typing.py:523(Optional)
        7    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       19    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
       14    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
      717    0.000    0.000    0.001    0.000 typing.py:935(_is_dunder)
       86    0.000    0.000    0.001    0.000 typing.py:947(__init__)
      717    0.001    0.000    0.001    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.003    0.003 tz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 unicode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        1    0.000    0.000    0.001    0.001 unicode.py:118(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 unicode.py:130(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 unicode.py:136(Latin1)
     10/3    0.000    0.000    0.004    0.001 unicode.py:14(__get__)
        1    0.000    0.000    0.000    0.000 unicode.py:143(LatinA)
        1    0.000    0.000    0.000    0.000 unicode.py:149(LatinB)
        1    0.000    0.000    0.000    0.000 unicode.py:155(Greek)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:195(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:208(Chinese)
        1    0.000    0.000    0.000    0.000 unicode.py:231(Japanese)
        1    0.000    0.000    0.000    0.000 unicode.py:235(Kanji)
        1    0.000    0.000    0.000    0.000 unicode.py:242(Hiragana)
        1    0.000    0.000    0.000    0.000 unicode.py:254(Katakana)
        1    0.000    0.000    0.000    0.000 unicode.py:268(Hangul)
        1    0.000    0.000    0.000    0.000 unicode.py:290(CJK)
        1    0.000    0.000    0.000    0.000 unicode.py:293(Thai)
        1    0.000    0.000    0.000    0.000 unicode.py:300(Arabic)
        1    0.000    0.000    0.000    0.000 unicode.py:308(Hebrew)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 unicode.py:322(Devanagari)
        2    0.001    0.001    0.003    0.002 unicode.py:55(_chars_for_ranges)
        2    0.000    0.000    0.001    0.001 unicode.py:63(<listcomp>)
        1    0.000    0.000    0.003    0.003 unicode.py:70(alphas)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.003    0.003 unicode.py:80(alphanums)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        7    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.007    0.007 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 units.py:161(Registry)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:102(_FifoCache)
        1    0.001    0.001    0.001    0.001 util.py:103(__init__)
       78    0.000    0.000    0.000    0.000 util.py:108(get)
       78    0.000    0.000    0.000    0.000 util.py:111(set_)
        8    0.000    0.000    0.000    0.000 util.py:116(clear)
        1    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
        1    0.000    0.000    0.000    0.000 util.py:125(LRUMemo)
        1    0.000    0.000    0.000    0.000 util.py:164(UnboundedMemo)
       28    0.002    0.000    0.004    0.000 util.py:182(_collapse_string_to_ranges)
     2714    0.001    0.000    0.001    0.000 util.py:185(is_consecutive)
      161    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
       96    0.000    0.000    0.000    0.000 util.py:199(no_escape_re_range_char)
        4    0.000    0.000    0.000    0.000 util.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:81(_UnboundedCache)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:53(_Deprecate)
        1    0.000    0.000    0.003    0.003 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
